UserId,VoteTypeId,n
"648453","2","7"
"648453","3","5"
"648455","2","12"
"648455","3","1"
"648458","2","17"
"648459","2","45"
"648460","2","8"
"648460","3","1"
"648462","2","50"
"648462","3","2"
"648463","2","1"
"648465","2","3"
"648466","2","2"
"648470","2","1"
"648478","2","9"
"648480","2","15"
"648480","3","3"
"648484","2","1"
"648485","2","3"
"648487","2","1"
"648488","2","18"
"648489","2","11"
"648490","2","2"
"648493","2","1"
"648494","2","115"
"648497","2","3"
"648499","2","206"
"648499","3","3"
"648506","2","4"
"648507","2","11"
"648508","2","3"
"648510","2","19"
"648515","2","139"
"648515","3","9"
"727760","2","1"
"727763","2","1"
"727764","2","5"
"727766","2","60"
"727766","3","14"
"727768","2","278"
"727768","3","1"
"727769","2","70"
"727770","2","1"
"727771","2","6"
"727778","3","1"
"727781","2","3"
"727782","2","2"
"727782","3","2"
"727784","2","2"
"727786","2","6"
"727786","3","7"
"727788","2","19"
"727788","3","8"
"727789","2","1"
"727790","2","10"
"727790","3","3"
"727791","2","2"
"727794","2","83"
"727794","3","24"
"727795","2","42"
"727797","2","5"
"727797","3","1"
"727798","2","2"
"727801","2","3"
"727805","2","4"
"727806","2","1"
"727807","2","3"
"727808","2","1"
"727809","2","135"
"727810","2","17"
"727811","2","27"
"727814","2","1"
"727815","2","2"
"727817","2","253"
"727817","3","13"
"727818","2","21"
"727822","2","3"
"727824","2","45"
"727824","3","2"
"727825","2","8"
"727826","2","1"
"727827","2","151"
"727827","3","1"
"727831","2","2"
"727832","2","3"
"727833","2","2"
"727834","2","2"
"727834","3","2"
"727835","2","150"
"727835","3","15"
"727836","2","3"
"727836","3","1"
"727837","2","1"
"727838","2","1"
"727840","2","2"
"727841","2","36"
"727841","3","4"
"727844","2","1"
"727846","2","5"
"727847","2","36"
"727848","2","2"
"727848","3","1"
"727853","2","8"
"727853","3","1"
"727854","2","2"
"727857","2","37"
"727857","3","7"
"727858","2","3"
"727859","2","2"
"727859","3","2"
"727860","2","9"
"727860","3","2"
"727862","2","12"
"727863","2","3"
"727865","2","3"
"727865","3","1"
"727866","2","12"
"727870","2","170"
"727870","3","5"
"727876","2","16"
"727877","2","9"
"727878","2","4"
"727880","2","1"
"727882","2","2"
"727883","2","2"
"727888","2","1"
"727889","2","4"
"727892","2","1"
"727896","2","1"
"727901","2","18"
"727901","3","1"
"727902","2","5"
"727902","3","1"
"727905","2","2"
"727910","2","14"
"727910","3","2"
"727913","2","34"
"727913","3","2"
"727914","2","13"
"727915","2","1"
"727917","2","3"
"727918","2","38"
"727918","3","1"
"727927","2","3"
"727928","2","1"
"727931","2","2"
"727934","2","1"
"727937","2","60"
"727937","3","1"
"727938","2","66"
"727938","3","3"
"727939","2","7"
"727939","3","1"
"727940","2","4"
"727941","2","2"
"727941","3","1"
"727942","2","2"
"727946","2","1"
"727947","2","1"
"727947","3","1"
"727948","2","20"
"727948","3","1"
"727953","2","1"
"727953","3","2"
"727954","2","2"
"727955","2","1"
"727956","2","3"
"727959","2","1"
"727961","2","54"
"727961","3","1"
"727962","2","1"
"727964","2","2"
"727964","3","1"
"727965","2","2"
"727965","3","1"
"727966","2","1"
"727970","2","2"
"727971","2","1"
"727972","2","1"
"727974","2","10"
"727975","2","3"
"727977","2","57"
"727978","2","11"
"727978","3","2"
"727979","2","3"
"727980","2","220"
"727980","3","4"
"727982","2","60"
"727983","2","117"
"727984","2","2"
"727985","2","3"
"727986","2","1"
"727988","2","2"
"727991","2","6"
"727995","2","3"
"727997","2","8"
"727997","3","1"
"727999","2","64"
"727999","3","4"
"728002","2","63"
"728003","2","54"
"728003","3","3"
"728005","2","1"
"728006","2","1"
"728008","2","2"
"728009","2","31"
"728009","3","3"
"728013","2","13"
"728014","2","2"
"728023","2","140"
"728023","3","13"
"728025","2","2"
"728030","2","6"
"728036","2","8"
"728037","2","4"
"728038","2","10"
"728040","2","4"
"728042","2","3"
"728043","2","1"
"728043","3","1"
"728044","2","6"
"728044","3","1"
"728045","2","160"
"728045","3","2"
"728047","2","3"
"728049","2","16"
"728049","3","1"
"728050","2","2"
"728051","2","3"
"728053","2","15"
"728054","2","6"
"728056","2","3"
"728058","2","4"
"728058","3","1"
"728060","2","3"
"728061","2","4"
"728062","2","1"
"728063","2","33"
"728064","2","1"
"728065","2","73"
"728065","3","3"
"728066","2","4"
"728067","2","1"
"728068","2","1"
"728070","2","2"
"728071","2","77"
"728071","3","1"
"728072","2","4"
"728078","2","1"
"728082","2","13"
"728082","3","1"
"728083","2","23"
"728083","3","1"
"728084","2","15"
"728086","2","57"
"728086","3","2"
"728089","2","89"
"728089","3","5"
"728091","2","337"
"728091","3","12"
"728092","2","2"
"728093","2","12"
"728093","3","1"
"728095","2","18"
"728096","2","1"
"728098","2","16"
"728098","3","12"
"728100","2","7"
"728101","2","3"
"728102","2","52"
"728102","3","1"
"728104","2","12"
"728108","2","4"
"728109","2","2"
"728109","3","1"
"728112","2","37"
"728113","2","1"
"728116","2","1"
"728118","2","6"
"728119","2","2"
"728121","2","1"
"728122","2","7"
"728127","2","32"
"728127","3","10"
"728128","2","5"
"728136","2","5"
"728139","2","27"
"728141","2","17"
"728142","2","2"
"728147","2","1"
"728148","2","5"
"728148","3","1"
"728150","2","26"
"728150","3","1"
"728152","2","1"
"728152","3","1"
"728153","2","3"
"728154","2","5"
"728156","2","30"
"728156","3","5"
"728157","2","2"
"728162","2","14"
"728162","3","1"
"728163","2","8"
"728166","2","11"
"728166","3","4"
"728168","2","103"
"728168","3","9"
"728172","2","9"
"728172","3","3"
"728174","2","3"
"728177","2","30"
"728178","2","35"
"728178","3","1"
"728181","2","1"
"728184","2","412"
"728184","3","1"
"728186","2","2"
"728188","2","59"
"728188","3","13"
"728190","2","2"
"728191","2","1"
"728192","2","1"
"728193","2","1"
"728194","2","31"
"728194","3","4"
"728197","2","35"
"728197","3","1"
"728198","2","3"
"728199","2","12"
"728200","2","2"
"728206","2","17"
"728206","3","2"
"728207","2","1"
"728208","2","1"
"728215","2","7"
"728217","2","5"
"728218","2","7"
"728220","2","1"
"728222","2","13"
"728226","2","15"
"728226","3","1"
"728227","2","3"
"728230","2","1"
"728232","2","11"
"728233","2","1"
"728234","2","1"
"728235","2","3"
"728236","2","134"
"728236","3","2"
"728239","3","1"
"728241","2","169"
"728241","3","16"
"728244","2","205"
"728244","3","8"
"728245","2","1"
"728246","2","106"
"728246","3","7"
"728248","2","4"
"728249","2","1"
"728250","2","21"
"728257","2","1"
"728260","2","1"
"728261","2","5"
"728261","3","1"
"728264","2","7"
"728265","2","1"
"728276","2","1"
"728278","2","7"
"728281","2","2"
"728282","2","3"
"728283","2","11"
"728285","2","7"
"728286","2","63"
"728287","2","118"
"728287","3","2"
"728288","2","1"
"728291","2","87"
"728295","2","1"
"728297","3","3"
"728301","2","13"
"728301","3","1"
"728310","2","8"
"728312","2","10"
"728314","2","146"
"728314","3","11"
"728315","2","1"
"728319","2","2"
"728320","2","2"
"728321","2","1"
"728322","2","49"
"728324","2","1"
"728327","2","7"
"728332","2","39"
"728332","3","2"
"728333","2","10"
"728333","3","1"
"728336","2","1"
"728337","2","8"
"728341","2","1"
"728341","3","2"
"728342","2","3"
"728345","2","14"
"728345","3","3"
"728346","2","2"
"728347","2","3"
"728349","2","4"
"728349","3","1"
"728351","2","1"
"728355","2","9"
"728356","2","3"
"728358","2","80"
"728361","2","17"
"728363","2","36"
"728364","2","1"
"728364","3","1"
"728365","2","1"
"728370","2","1"
"728371","2","1"
"728371","3","10"
"728373","2","3"
"728374","3","2"
"728375","2","2"
"728377","2","1"
"728378","2","1"
"728378","3","1"
"728379","2","11"
"728383","2","1"
"728387","2","1"
"728389","2","1"
"728390","2","2"
"728392","2","1"
"728393","2","22"
"728393","3","2"
"728395","2","2"
"728397","2","1"
"728399","2","1"
"728400","2","2"
"728402","2","56"
"728402","3","1"
"728405","2","1"
"728406","2","8"
"728407","2","126"
"728407","3","17"
"728409","2","1"
"728410","2","65"
"728410","3","5"
"728411","2","5"
"728412","2","2"
"728415","2","7"
"728415","3","2"
"728416","2","1"
"728419","2","1"
"728421","2","10"
"728427","2","1"
"728429","2","18"
"728431","2","1"
"728433","2","1"
"728434","2","1"
"728438","2","27"
"728439","2","26"
"728439","3","1"
"728441","2","2"
"728443","2","1"
"728445","2","25"
"728445","3","2"
"728451","2","65"
"728451","3","6"
"728452","2","18"
"728453","2","1"
"728454","2","37"
"728454","3","6"
"728456","2","2"
"728458","2","12"
"728458","3","1"
"728460","2","1"
"728462","2","7"
"728462","3","1"
"728465","2","1"
"728467","2","4"
"728469","2","196"
"728469","3","6"
"728470","2","2"
"728472","2","2"
"728473","2","5"
"728475","2","6"
"728476","2","2"
"728477","2","1"
"728480","2","8"
"728480","3","1"
"728481","2","1"
"728483","2","1"
"728484","2","1"
"728485","2","1"
"728485","3","1"
"728486","2","4"
"728490","2","1"
"728493","2","1"
"728503","2","5"
"728504","2","1"
"728510","3","2"
"728511","2","20"
"728511","3","1"
"728513","2","7"
"728516","2","11"
"728516","3","1"
"728518","2","1"
"728521","2","2"
"728522","2","6"
"728523","2","13"
"728524","2","1"
"728527","2","1"
"728528","2","87"
"728528","3","2"
"728530","2","4"
"728534","2","4"
"728534","3","1"
"728536","2","3"
"728538","2","17"
"728538","3","2"
"728539","2","1"
"728540","2","2"
"728543","2","9"
"728544","2","2"
"728544","3","1"
"728545","2","24"
"728552","2","5"
"728554","2","2"
"728556","2","229"
"728556","3","4"
"728563","2","145"
"728563","3","1"
"728566","2","15"
"728567","2","3"
"728568","2","2"
"728570","2","1"
"728571","2","5"
"728571","3","3"
"728573","2","2"
"728575","2","13"
"728575","3","2"
"728576","2","28"
"728576","3","2"
"728579","2","10"
"728580","2","2"
"728581","2","4"
"728581","3","1"
"728583","2","34"
"728583","3","3"
"728584","2","120"
"728584","3","5"
"728585","2","1"
"728586","2","25"
"728587","2","2"
"728588","2","38"
"728589","2","3"
"728591","2","1"
"728593","2","35"
"728593","3","5"
"728597","2","1"
"728599","2","28"
"728599","3","2"
"728601","2","24"
"728602","2","39"
"728602","3","6"
"728603","2","1"
"728607","2","12"
"728607","3","3"
"728608","2","1"
"728610","2","77"
"728610","3","10"
"728611","2","2"
"728614","2","4"
"728616","2","3"
"728616","3","1"
"728617","2","45"
"728617","3","1"
"728618","2","1"
"728619","2","1"
"728620","2","2"
"728621","2","10"
"728628","2","3"
"728629","3","3"
"728630","2","22"
"728630","3","1"
"728635","2","4"
"728644","2","1"
"728647","2","5"
"728648","2","8"
"728649","2","1"
"728649","3","1"
"728651","2","2"
"728661","2","54"
"728662","2","1"
"728664","2","43"
"728664","3","9"
"728669","2","2"
"728670","2","1"
"728673","2","1"
"728675","2","83"
"728676","2","1"
"728676","3","1"
"728677","2","2"
"728691","2","28"
"728691","3","1"
"728692","2","4"
"728693","2","2"
"728694","2","41"
"728695","2","2"
"728695","3","7"
"728697","2","1"
"728699","2","2"
"728702","2","6"
"728702","3","1"
"728704","2","1"
"728704","3","1"
"728706","2","3"
"728706","3","1"
"728708","2","2"
"728714","2","1"
"728717","2","27"
"728721","2","1"
"728724","2","6"
"728724","3","1"
"728728","2","36"
"728728","3","4"
"728731","2","1"
"728732","2","1"
"728734","2","15"
"728734","3","1"
"728736","2","2"
"728738","2","4"
"728738","3","3"
"728741","2","1"
"728741","3","2"
"728744","2","3"
"728744","3","5"
"728745","2","16"
"728746","2","1"
"728747","2","6"
"728747","3","6"
"728750","2","221"
"728750","3","49"
"728752","2","2"
"728760","2","5"
"728762","2","2"
"728764","2","1"
"728769","2","1"
"728771","2","1"
"728773","2","1"
"728775","2","3"
"728776","2","1"
"728777","2","2"
"728783","2","1"
"728785","2","4"
"728787","2","8"
"728790","2","251"
"728790","3","8"
"728795","2","1830"
"728795","3","6"
"728797","2","44"
"728797","3","4"
"728798","2","2"
"728802","2","2"
"728803","2","2"
"728804","2","6"
"728809","2","14"
"728812","2","1118"
"728812","3","4"
"728815","2","38"
"728815","3","1"
"728819","2","33"
"728819","3","9"
"728820","2","5"
"728823","2","2"
"728824","2","45"
"728824","3","6"
"728825","2","25"
"728825","3","2"
"728828","2","1"
"728829","2","8"
"728835","2","1"
"728836","2","1"
"728839","2","1"
"728841","2","102"
"728841","3","2"
"728844","2","1"
"728847","2","122"
"728847","3","1"
"728848","2","4"
"728849","2","3"
"728850","2","38"
"728851","2","4"
"728852","2","1"
"728854","2","8"
"728855","2","18"
"728859","2","2"
"728859","3","1"
"728860","2","7"
"728863","2","258"
"728863","3","18"
"728864","2","1"
"728869","3","3"
"728870","2","1"
"728872","2","1"
"728872","3","1"
"728877","2","4"
"728878","2","3"
"728881","2","5"
"728882","2","1"
"728883","2","1"
"728886","2","1"
"728886","3","5"
"728887","2","1"
"728891","2","11"
"728895","2","16"
"728895","3","1"
"728896","2","3"
"728897","2","6"
"728897","3","8"
"728898","2","2"
"728899","3","1"
"728900","2","1"
"728905","2","5"
"728905","3","1"
"728906","2","23"
"728906","3","2"
"728907","2","4"
"728907","3","6"
"728909","2","2"
"728910","2","8"
"728913","2","3"
"728913","3","4"
"728916","2","4"
"728917","2","3"
"728920","2","1"
"728922","2","10"
"728923","2","1"
"728924","2","1"
"728926","2","3"
"728928","2","3"
"728929","2","507"
"728929","3","7"
"728930","2","2"
"728931","2","7"
"728933","2","2"
"728940","2","4"
"728949","2","7"
"728949","3","3"
"728952","2","2"
"728952","3","1"
"728957","2","20"
"728960","2","22"
"728963","2","7"
"728966","2","15"
"728970","2","3"
"728971","2","34"
"728971","3","2"
"728972","2","2"
"728975","2","61"
"728975","3","4"
"728978","2","5"
"728978","3","1"
"728979","2","1"
"728980","2","1"
"728985","2","35"
"728985","3","2"
"728987","2","2"
"728993","2","3"
"729003","2","34"
"729005","2","4"
"729006","2","23"
"729014","2","9"
"729015","2","1"
"729017","2","2"
"729018","2","7"
"729019","2","2"
"729022","2","6"
"729025","2","20"
"729025","3","12"
"729028","2","1"
"729031","2","9"
"729032","2","80"
"729032","3","4"
"729033","2","2"
"729034","2","1"
"729036","2","1"
"729036","3","1"
"729039","2","1"
"729040","2","1"
"729041","2","1"
"729044","2","6"
"729045","2","1"
"729045","3","1"
"729046","2","4"
"729048","2","13"
"729049","2","3"
"729050","2","3"
"767825","2","1"
"767826","2","2"
"767827","2","2"
"767829","2","300"
"767829","3","77"
"767831","2","1"
"767833","2","8"
"767834","2","1"
"767835","2","22"
"767835","3","1"
"767836","2","1"
"767837","2","15"
"767840","2","4"
"767840","3","1"
"767842","2","49"
"767842","3","5"
"767843","2","788"
"767843","3","14"
"767844","2","4"
"767845","2","56"
"767845","3","1"
"767846","2","1"
"767847","2","3"
"767849","2","5"
"767854","2","7"
"767854","3","1"
"767856","2","7"
"767857","2","56"
"767857","3","2"
"767860","2","3"
"767865","2","59"
"767865","3","9"
"767867","2","11"
"767869","2","1"
"767871","2","11"
"767874","2","38"
"767874","3","1"
"767875","2","5"
"767877","2","16"
"767881","2","728"
"767881","3","18"
"767882","2","24"
"767883","2","8"
"767884","2","3"
"767885","2","7"
"767888","2","21"
"767888","3","2"
"767889","2","22"
"767890","2","604"
"767890","3","26"
"767891","2","5"
"767892","2","2"
"767896","2","20"
"767896","3","1"
"767898","2","1"
"767898","3","1"
"767903","2","7"
"767906","2","4"
"767907","2","1"
"767908","2","11"
"767908","3","1"
"767909","2","3"
"767910","2","6"
"767912","2","250"
"767912","3","16"
"767913","2","1"
"767914","2","5"
"767919","2","13"
"767919","3","2"
"767920","2","259"
"767920","3","45"
"767922","2","26"
"767923","2","7"
"767923","3","1"
"767924","2","38"
"767924","3","4"
"767925","2","1"
"767925","3","1"
"767926","2","41"
"767926","3","3"
"767929","2","25"
"767929","3","1"
"767931","2","2"
"767932","2","6"
"767933","2","9"
"767936","2","3"
"767938","2","5"
"767939","2","2"
"767940","3","3"
"767941","2","13"
"767942","2","285"
"767942","3","24"
"767943","2","1"
"767943","3","1"
"767947","2","1"
"767953","2","75"
"767953","3","1"
"767954","2","2"
"767956","2","2"
"767961","2","1"
"767966","2","7"
"767967","2","5"
"767970","2","38"
"767970","3","1"
"767971","2","1"
"767975","2","3"
"767982","2","2"
"767984","2","2"
"767984","3","1"
"767985","2","15"
"767985","3","2"
"767986","2","18"
"767987","2","75"
"767987","3","4"
"767990","2","5"
"767992","2","9"
"767993","2","7"
"767996","2","50"
"767996","3","5"
"768000","2","51"
"768000","3","1"
"768001","2","1"
"768004","2","14"
"768004","3","4"
"768005","2","5"
"768006","2","106"
"768006","3","5"
"768008","2","2"
"768009","2","2"
"768010","2","7"
"768011","2","3"
"768012","2","1"
"768013","2","4"
"768017","2","3"
"768018","2","2"
"768019","2","1"
"768020","3","1"
"768024","2","1"
"768025","2","1"
"768025","3","4"
"768028","2","17"
"768030","2","7"
"768030","3","2"
"768031","2","1"
"768033","2","9"
"768033","3","1"
"768039","2","16"
"768041","2","6"
"768043","2","5"
"768044","2","13"
"768049","2","1"
"768050","2","46"
"768050","3","2"
"768056","2","4"
"768058","2","22"
"768059","2","2"
"768063","2","7"
"768063","3","2"
"768064","2","4"
"768066","2","4"
"768067","2","2"
"768069","2","9"
"768069","3","2"
"768072","2","2"
"768072","3","2"
"768076","2","1"
"768079","2","1"
"768079","3","1"
"768080","2","8"
"768080","3","1"
"768082","2","8"
"768082","3","1"
"768083","2","3"
"768085","2","17"
"768087","2","27"
"768087","3","2"
"768089","2","1"
"768090","2","2"
"768092","2","2"
"768093","2","10"
"768094","2","3"
"768095","2","1"
"768096","2","27"
"768096","3","1"
"768098","2","7"
"768100","2","52"
"768103","2","13"
"768104","2","15"
"768106","2","2"
"768108","2","16"
"768110","2","1471"
"768110","3","57"
"768111","2","1"
"768112","2","6"
"768113","2","4"
"768114","2","4"
"768115","2","13"
"768115","3","1"
"768121","2","1"
"768122","2","1"
"768125","2","89"
"768125","3","7"
"768129","2","2"
"768130","2","1"
"768133","2","8"
"768134","2","1"
"768136","2","175"
"768136","3","3"
"768138","2","222"
"768138","3","11"
"768145","2","21"
"768145","3","2"
"768147","2","21"
"768148","2","2"
"768149","2","1"
"768154","2","1"
"768161","2","2"
"768162","2","16"
"768163","2","9"
"768166","2","17"
"768167","2","38"
"768167","3","2"
"768168","2","1"
"768168","3","1"
"768170","2","1"
"768172","2","13"
"768175","2","4"
"768176","2","218"
"768177","2","2"
"768183","2","51"
"768183","3","1"
"768184","2","1"
"768185","2","6"
"768186","2","8"
"768188","2","4"
"768191","2","2"
"768193","2","10"
"768194","2","9"
"768194","3","1"
"768197","2","1"
"768198","2","2"
"768201","2","2"
"768202","2","13"
"768206","2","33"
"768206","3","13"
"768207","2","7"
"768210","2","2"
"768211","2","21"
"768217","2","4"
"768218","2","5"
"768223","2","2"
"768224","2","2"
"768227","2","9"
"768229","2","77"
"768229","3","6"
"768231","2","16"
"768233","2","3"
"768234","2","4"
"768236","2","7"
"768239","2","2"
"768241","2","5"
"768241","3","4"
"768243","2","3"
"768244","2","4"
"768246","2","1"
"768246","3","2"
"768247","2","1"
"768249","2","6"
"768252","2","2"
"768256","2","1"
"768259","2","2"
"768260","2","11"
"768260","3","1"
"768264","2","63"
"768265","2","1"
"768266","2","3"
"768268","2","5"
"768270","2","8"
"768272","2","6"
"768273","2","11"
"768274","2","3"
"768275","2","4"
"768277","2","5"
"768277","3","2"
"768279","2","7"
"768279","3","1"
"768280","2","15"
"768284","2","2"
"768285","2","1"
"768289","2","1"
"768293","2","30"
"768293","3","1"
"768294","2","7"
"768294","3","6"
"768298","2","18"
"768302","2","2"
"768304","2","1"
"768306","2","1"
"768310","2","9"
"768311","2","28"
"768311","3","5"
"768312","2","1"
"768313","2","6"
"768313","3","3"
"768314","2","12"
"768314","3","1"
"768320","2","2"
"768320","3","1"
"768321","2","1"
"768322","2","22"
"768322","3","1"
"768323","2","187"
"768323","3","22"
"768329","2","3"
"768330","2","1"
"768334","2","90"
"768334","3","4"
"768335","2","82"
"768335","3","3"
"768337","2","4"
"768337","3","2"
"768339","2","23"
"768340","2","1"
"768341","2","4"
"768342","2","2"
"768343","2","1"
"768343","3","1"
"768344","2","34"
"768344","3","1"
"768346","2","47"
"768346","3","1"
"768348","2","3"
"768352","2","17"
"768353","2","3"
"768355","2","1"
"768358","2","19"
"768359","2","9"
"768360","2","2"
"768364","2","2"
"768365","2","1"
"768365","3","1"
"768366","2","5"
"768370","2","26"
"768370","3","2"
"768371","2","1"
"768373","2","3"
"768373","3","2"
"768376","2","11"
"768377","2","7"
"768380","2","8"
"768382","2","1"
"768383","2","1"
"768384","2","89"
"768384","3","16"
"768386","2","1"
"768388","2","5"
"768392","2","591"
"768392","3","50"
"768393","2","1"
"768394","2","1"
"768396","2","5"
"768396","3","2"
"768398","2","13"
"768398","3","13"
"768399","2","2"
"768400","2","21"
"768403","2","25"
"768408","2","18"
"768410","2","1"
"768414","2","9"
"768415","2","2"
"768416","2","2"
"768418","2","2"
"768419","2","10"
"768423","2","1"
"768425","2","6"
"768426","2","1"
"768428","2","2"
"768430","2","1"
"768431","2","5"
"768434","2","6"
"768435","2","44"
"768435","3","2"
"768437","2","1"
"768438","2","4"
"768439","2","50"
"768440","2","1"
"768442","2","2"
"768444","2","5"
"768446","2","69"
"768446","3","9"
"768449","2","17"
"768452","2","1"
"768457","2","3"
"768458","2","1"
"768459","2","12"
"768459","3","3"
"768463","2","11"
"768463","3","1"
"768467","2","1"
"768469","2","3332"
"768469","3","40"
"768470","2","1"
"768470","3","1"
"768472","2","1015"
"768472","3","57"
"768473","2","2"
"768475","2","1"
"768476","2","1"
"768477","2","3"
"768482","2","21"
"768482","3","1"
"768485","2","12"
"768485","3","2"
"768486","2","1"
"768488","2","4"
"768489","2","2"
"768492","2","9"
"768493","2","4"
"768493","3","1"
"768494","2","17"
"768494","3","1"
"768497","2","5"
"768498","2","3"
"768498","3","3"
"768500","2","4"
"768500","3","1"
"768501","2","6"
"768505","2","7"
"768505","3","2"
"768507","2","56"
"768507","3","1"
"768508","2","1"
"768509","2","3"
"768510","2","38"
"768510","3","3"
"768515","2","35"
"768515","3","1"
"768516","2","6"
"768516","3","4"
"768520","2","8"
"768522","2","5"
"768523","2","25"
"768523","3","2"
"768524","2","1"
"768528","2","3"
"768529","2","1"
"768530","2","1"
"768531","2","5"
"768533","2","1"
"768535","2","229"
"768535","3","9"
"768536","2","5"
"768537","2","50"
"768537","3","3"
"768540","2","1"
"768541","2","15"
"768543","2","2"
"768544","2","2"
"768544","3","4"
"768546","2","5"
"768546","3","1"
"768548","2","9"
"768548","3","1"
"768551","2","21"
"768551","3","1"
"768552","2","48"
"768554","2","8"
"768555","2","1"
"768558","2","4"
"768559","2","2"
"768560","2","2"
"768562","2","3"
"768563","2","1"
"768563","3","1"
"768564","2","7"
"768565","2","3"
"768570","2","1"
"768572","2","2"
"768574","2","2"
"768575","2","2"
"768576","2","10"
"768578","2","1"
"768581","2","1"
"768582","2","12"
"768584","2","4"
"768585","2","1"
"768586","2","16"
"768589","2","1"
"768592","2","2"
"768593","2","1"
"768596","2","88"
"768596","3","8"
"768597","2","117"
"768597","3","2"
"768598","2","1"
"768600","2","1"
"768604","2","1"
"768608","3","1"
"768613","2","2"
"768615","2","3"
"768617","2","3"
"768619","2","4"
"768626","2","7"
"768631","2","1"
"768632","2","1"
"768635","2","58"
"768636","2","25"
"768636","3","1"
"768638","2","1"
"768638","3","4"
"768639","2","3"
"768640","2","15"
"768644","2","39"
"768646","2","7"
"768647","2","16"
"768648","2","4"
"768650","2","35"
"768650","3","2"
"768653","2","4"
"768655","2","11"
"768655","3","1"
"768656","2","31"
"768659","2","1"
"768661","2","1"
"768662","2","17"
"768664","2","1"
"768665","2","11"
"768667","2","1"
"768671","2","8"
"768675","2","23"
"768676","2","21"
"768679","2","4"
"768680","2","36"
"768680","3","1"
"768681","2","60"
"768681","3","1"
"768683","2","27"
"768684","2","13"
"768685","2","5"
"768686","2","3"
"768690","2","167"
"768690","3","1"
"768691","2","25"
"768691","3","19"
"768692","2","1"
"768693","2","6"
"768696","2","2"
"768696","3","1"
"768698","2","1"
"768699","2","10"
"768699","3","1"
"768701","2","8"
"768702","2","1"
"768703","2","1"
"768704","2","12"
"768709","2","3"
"768710","2","2"
"768713","2","4"
"768714","2","13"
"768715","2","1"
"768719","2","1"
"768720","2","1"
"768722","2","140"
"768722","3","12"
"768724","2","1"
"768726","2","6"
"768726","3","1"
"768728","2","3"
"768728","3","1"
"768731","2","11"
"768731","3","1"
"768732","2","46"
"768732","3","2"
"768733","3","1"
"768734","2","2"
"768737","2","7"
"768739","2","2"
"768740","2","19"
"768742","2","3"
"768746","2","5"
"768749","2","3"
"768752","2","1"
"768755","2","29"
"768755","3","1"
"768756","2","15"
"768756","3","3"
"768757","2","2"
"768758","2","3"
"768759","2","3"
"768760","2","43"
"768762","2","1"
"768763","2","5"
"768764","2","25"
"768765","2","4"
"768766","2","1"
"768767","2","14"
"768767","3","11"
"768771","2","1"
"768772","2","46"
"768772","3","2"
"768773","2","1"
"768778","2","28"
"768779","2","184"
"768779","3","12"
"768784","2","1"
"768786","2","15"
"768786","3","4"
"768788","2","8"
"768789","2","16"
"768789","3","3"
"768790","2","7"
"768791","2","2"
"768794","3","2"
"768795","2","533"
"768795","3","21"
"768796","2","2"
"768804","2","260"
"768804","3","2"
"768806","2","3"
"768806","3","1"
"768810","2","8"
"768814","2","1"
"768815","2","2"
"768815","3","1"
"768816","2","11"
"768816","3","2"
"768817","2","2"
"768819","2","1"
"768820","2","5"
"768821","2","15"
"768822","2","1"
"768823","2","137"
"768823","3","3"
"768824","2","1"
"768827","2","4"
"768828","2","8"
"768828","3","2"
"768829","2","2"
"768830","2","17"
"768831","2","2"
"768832","2","1"
"768833","2","1"
"768835","2","25"
"768835","3","1"
"768836","2","79"
"768836","3","2"
"768837","2","1"
"768837","3","1"
"768839","2","2"
"768842","2","2"
"768843","2","10"
"768843","3","1"
"768846","2","11"
"768847","2","17"
"768848","2","2"
"768849","2","10"
"768849","3","2"
"768850","2","3"
"768853","2","8"
"768853","3","3"
"768856","3","1"
"768857","2","1"
"768859","2","43"
"768861","2","2"
"768862","2","1"
"768864","2","1"
"768865","2","173"
"768865","3","15"
"768866","3","1"
"768869","2","368"
"768869","3","9"
"768870","2","5"
"768873","2","12"
"768873","3","2"
"768877","2","38"
"768877","3","3"
"768878","2","1"
"768878","3","1"
"768883","2","3"
"768884","2","1"
"768885","2","2"
"768886","3","1"
"768887","2","1"
"768888","2","1"
"768893","2","25"
"768893","3","1"
"768894","2","80"
"768894","3","11"
"768896","2","142"
"768896","3","8"
"768900","2","60"
"768901","2","6"
"768901","3","2"
"768903","2","3"
"768905","2","6"
"768907","2","1"
"768910","2","1"
"768912","2","2"
"768915","2","1"
"768917","2","1"
"768925","2","3"
"768928","2","46"
"768928","3","1"
"768930","2","1"
"768931","2","1"
"768934","2","10"
"768935","2","606"
"768935","3","6"
"768936","2","4"
"768938","2","17"
"768940","2","1"
"768941","2","22"
"768941","3","3"
"768942","2","3"
"768943","2","1"
"768944","2","2"
"768945","2","28"
"768948","2","4"
"768949","2","1"
"768951","2","1"
"768952","2","8"
"768954","2","1"
"768954","3","1"
"768956","2","16"
"768956","3","1"
"768957","2","4"
"768961","2","85"
"768962","2","1"
"768963","2","72"
"768963","3","2"
"768964","2","1"
"768966","2","2"
"768967","2","3"
"768971","2","42"
"768971","3","1"
"768975","2","1"
"768976","2","2"
"768980","2","5"
"768980","3","1"
"768981","2","1"
"768982","2","2"
"768985","2","4"
"768985","3","2"
"768986","2","1"
"768990","2","5"
"768990","3","1"
"768999","2","34"
"769000","2","3"
"769001","2","8"
"769003","2","1"
"769006","2","2"
"769007","2","2"
"769008","2","1"
"769008","3","1"
