QuestionId,AnswerId,VoteTypeId,n,Post Link
"187620","187705","2","1","187620"
"187620","188047","2","1","187620"
"187621","187660","2","28","187621"
"187621","187660","3","1","187621"
"187621","187701","2","36","187621"
"187621","197158","2","15","187621"
"187621","209915","2","7","187621"
"187621","19554961","2","1","187621"
"187621","23959790","","1","187621"
"187644","189378","2","3","187644"
"187644","1567768","2","1","187644"
"187795","187889","","1","187795"
"187795","187914","2","4","187795"
"187795","200030","","1","187795"
"187797","187806","2","6","187797"
"187797","187811","2","18","187797"
"187797","187812","2","5","187797"
"187797","187814","2","1","187797"
"187797","187951","2","9","187797"
"187797","188174","2","1","187797"
"187799","218542","2","1","187799"
"187799","222686","2","7","187799"
"187836","187854","2","112","187836"
"187836","187862","2","1","187836"
"187836","187862","3","1","187836"
"187836","187863","2","2","187836"
"187836","187863","3","2","187836"
"187836","187873","2","14","187836"
"187836","187874","2","6","187836"
"187836","187875","2","1","187836"
"187836","187876","2","2","187836"
"187836","187918","2","5","187836"
"187836","188589","","1","187836"
"187838","194235","2","2","187838"
"187971","190624","2","1","187971"
"187981","188003","2","2","187981"
"187981","188022","2","2","187981"
"187981","188029","","1","187981"
"187981","188048","","1","187981"
"187981","188202","","1","187981"
"188030","188049","2","6","188030"
"188030","188096","","1","188030"
"188030","188103","2","16","188030"
"188030","188122","","1","188030"
"188030","188143","2","1","188030"
"188030","188161","2","4","188030"
"188030","324246","2","1","188030"
"188030","324282","2","2","188030"
"188030","4542946","","1","188030"
"188030","13535848","2","2","188030"
"188030","15651914","2","1","188030"
"188032","188717","2","5","188032"
"188276","188284","2","3","188276"
"188276","188285","2","3","188276"
"188276","188309","2","4","188276"
"188276","188318","2","1","188276"
"188276","198693","2","3","188276"
"188276","198926","","1","188276"
"188276","202353","","1","188276"
"188276","6121316","2","1","188276"
"188334","188402","2","5","188334"
"188334","188435","2","4","188334"
"188738","188752","2","10","188738"
"188738","188763","2","35","188738"
"188738","188846","2","19","188738"
"188738","188920","2","7","188738"
"188833","188907","","1","188833"
"188833","189089","","1","188833"
"188833","255135","","1","188833"
"188833","259268","2","2","188833"
"188833","771504","2","1","188833"
"188833","5577186","","1","188833"
"188833","17292171","","1","188833"
"188834","188858","3","1","188834"
"188834","188989","2","1","188834"
"188834","188989","3","2","188834"
"188834","194071","2","3","188834"
"188835","188852","2","6","188835"
"188835","188871","2","2","188835"
"188835","188927","2","2","188835"
"188913","189000","2","18","188913"
"189149","189192","3","4","189149"
"189149","741875","2","1","189149"
"189149","750992","2","1","189149"
"189172","189187","2","20","189172"
"189172","189187","3","1","189172"
"189172","189198","2","2","189172"
"189172","189203","2","4","189172"
"189172","189204","2","15","189172"
"189172","189204","3","5","189172"
"189172","189309","2","2","189172"
"189172","189444","2","61","189172"
"189172","189444","3","1","189172"
"189172","189595","2","5","189172"
"189172","191116","2","3","189172"
"189172","191258","2","1","189172"
"189172","191587","2","1","189172"
"189172","275295","2","85","189172"
"189172","801678","2","4","189172"
"189172","1607179","","1","189172"
"189172","2222729","2","4","189172"
"189479","189487","2","1","189479"
"189479","189491","2","1","189479"
"189479","189494","2","1","189479"
"189479","189513","2","3","189479"
"189537","430405","","1","189537"
"189537","432748","2","2","189537"
"189537","2698118","2","3","189537"
"189537","4349255","","1","189537"
"189546","236192","2","1","189546"
"189546","251119","","1","189546"
"189546","1146892","","1","189546"
"189954","189963","2","14","189954"
"189972","189980","2","2","189972"
"189972","189980","3","1","189972"
"189972","189982","2","2","189972"
"189972","189982","3","2","189972"
"189972","191821","2","12","189972"
"189972","192676","2","3","189972"
"189972","17671035","2","2","189972"
"190054","190117","2","2","190054"
"190054","190279","2","2","190054"
"190257","190562","2","4","190257"
"190257","190562","3","1","190257"
"190257","193684","","1","190257"
"190257","194866","","1","190257"
"190257","195556","2","24","190257"
"190257","195766","2","3","190257"
"190257","1939021","","1","190257"
"190257","2436174","2","1","190257"
"190257","8055698","","1","190257"
"190257","21254550","2","1","190257"
"190270","190276","2","9","190270"
"190270","190825","","1","190270"
"190270","1194122","","1","190270"
"190802","204866","2","11","190802"
"190802","204881","2","4","190802"
"190802","932759","2","4","190802"
"190802","1440595","2","4","190802"
"190802","2492320","2","3","190802"
"190802","3152126","2","2","190802"
"190802","3275097","2","1","190802"
"190802","4279347","2","1","190802"
"190802","5225935","2","3","190802"
"190802","7323132","2","1","190802"
"190803","190861","2","2","190803"
"191062","191069","2","17","191062"
"191062","191069","3","2","191062"
"191062","191074","2","4","191062"
"191062","191074","3","2","191062"
"191062","191336","2","7","191062"
"191062","191336","3","1","191062"
"191062","191805","2","7","191062"
"191066","191081","","1","191066"
"191066","191091","2","2","191066"
"191066","191105","2","2","191066"
"191066","191118","2","1","191066"
"191066","191129","2","1","191066"
"191066","191138","2","2","191066"
"191066","243620","","1","191066"
"191066","277508","2","4","191066"
"191066","523928","2","1","191066"
"191066","930640","2","4","191066"
"191066","930649","2","13","191066"
"191306","191360","2","1","191306"
"191306","191360","3","4","191306"
"191306","191823","2","12","191306"
"191306","191823","3","2","191306"
"191306","197260","2","2","191306"
"191306","197260","3","1","191306"
"191306","199637","2","8","191306"
"191312","191344","2","3","191312"
"191312","191356","2","5","191312"
"191312","191377","2","47","191312"
"191312","200460","2","10","191312"
"191312","7304812","2","3","191312"
"191312","12537529","2","3","191312"
"191312","13090096","2","2","191312"
"191404","191418","2","5","191404"
"191404","191450","","1","191404"
"191404","191466","2","4","191404"
"191404","191475","","1","191404"
"191404","191513","","1","191404"
"191404","191521","2","5","191404"
"191404","191551","","1","191404"
"191404","191588","2","2","191404"
"191409","191415","2","4","191409"
"191409","191427","","1","191409"
"191409","194480","2","2","191409"
"191409","195912","2","2","191409"
"191409","1208495","2","1","191409"
"191443","191489","2","2","191443"
"191443","191489","3","1","191443"
"191443","191522","","1","191443"
"191443","191532","","1","191443"
"191950","263760","2","2","191950"
"191950","369770","2","2","191950"
"191950","369770","3","1","191950"
"191950","606123","","1","191950"
"191950","1636785","","1","191950"
"191950","3458805","3","1","191950"
"191950","4744901","2","13","191950"
"191950","5126650","","1","191950"
"191950","5242546","","1","191950"
"191950","7201856","2","1","191950"
"191950","21991172","2","4","191950"
"191950","22411256","2","1","191950"
"191950","22411256","3","1","191950"
"191952","192781","2","1","191952"
"191952","193078","2","1","191952"
"191955","191971","2","5","191955"
"191955","192156","","1","191955"
"191955","192159","2","1","191955"
"192088","192130","2","4","192088"
"192088","192160","2","7","192088"
"192088","192191","2","9","192088"
"192088","192201","2","1","192088"
"192088","192267","","1","192088"
"192088","192281","","1","192088"
"192088","192295","2","1","192088"
"192088","192310","","1","192088"
"192088","192406","","1","192088"
"192088","731275","","1","192088"
"192088","9242922","","1","192088"
"192090","192119","2","8","192090"
"192090","192119","3","3","192090"
"192090","192120","2","17","192090"
"192090","192120","3","1","192090"
"192090","192171","2","3","192090"
"192090","192171","3","2","192090"
"192090","192740","2","13","192090"
"192090","193824","2","5","192090"
"192090","193824","3","1","192090"
"192090","215903","2","3","192090"
"192090","215903","3","1","192090"
"192090","1428626","2","1","192090"
"192092","192112","2","3","192092"
"192092","192145","2","26","192092"
"192151","192205","2","1","192151"
"192153","192270","2","2","192153"
"192153","192298","2","5","192153"
"192153","578732","2","1","192153"
"192153","4859245","2","8","192153"
"192153","4859368","","1","192153"
"192292","192305","2","72","192292"
"192292","192305","3","1","192292"
"192292","192306","2","17","192292"
"192292","192306","3","1","192292"
"192292","192312","2","4","192292"
"192292","192381","2","7","192292"
"192292","192381","3","1","192292"
"192292","192524","2","35","192292"
"192292","192524","3","1","192292"
"192292","193988","2","3","192292"
"192292","193988","3","1","192292"
"192292","992855","2","12","192292"
"192292","992855","3","2","192292"
"192292","3692080","2","1","192292"
"192292","3692080","3","1","192292"
"192292","4047714","","1","192292"
"192292","4226925","2","4","192292"
"192292","4226925","3","4","192292"
"192292","7533252","2","13","192292"
"192292","7533252","3","1","192292"
"192292","12694189","2","18","192292"
"192292","13222994","","1","192292"
"192292","21163311","2","1","192292"
"192292","21163311","3","1","192292"
"192294","192299","2","4","192294"
"192294","192333","","1","192294"
"192294","192343","2","1","192294"
"192294","192343","3","1","192294"
"192294","4990664","","1","192294"
"192643","192706","2","7","192643"
"192643","192709","","1","192643"
"192643","192735","","1","192643"
"192643","810106","","1","192643"
"192648","192657","2","1","192648"
"192648","192657","3","1","192648"
"192648","192722","","1","192648"
"192648","192737","2","4","192648"
"192648","192883","2","2","192648"
"192648","192883","3","2","192648"
"192648","192916","2","1","192648"
"192648","192916","3","1","192648"
"192648","193897","2","5","192648"
"192648","196102","2","1","192648"
"192648","672496","","1","192648"
"192648","6004551","","1","192648"
"192648","6804991","2","1","192648"
"192697","192952","2","1","192697"
"192697","194076","","1","192697"
"192697","452537","","1","192697"
"192702","192741","","1","192702"
"192702","215043","2","1","192702"
"192702","217573","","1","192702"
"192702","472767","2","1","192702"
"192885","193116","","1","192885"
"192885","193187","2","1","192885"
"192885","193409","2","2","192885"
"192885","193681","","1","192885"
"192885","1909226","2","5","192885"
"193142","193270","","1","193142"
"193142","260600","2","3","193142"
"193288","193377","2","2","193288"
"193288","193640","2","24","193288"
"193288","193640","3","3","193288"
"193288","193812","2","7","193288"
"193288","193812","3","1","193288"
"193288","193818","2","9","193288"
"193288","195472","2","2","193288"
"193288","195658","2","15","193288"
"193288","204800","2","1","193288"
"193288","204800","3","1","193288"
"193288","204875","2","1","193288"
"193288","224525","2","7","193288"
"193288","227272","2","8","193288"
"193288","2546636","","1","193288"
"193701","193709","","1","193701"
"193701","193713","2","6","193701"
"193701","193714","2","2","193701"
"193701","193807","2","2","193701"
"193701","389024","","1","193701"
"193701","959080","3","1","193701"
"193703","193752","2","15","193703"
"193703","193752","3","1","193703"
"193703","1011382","2","11","193703"
"193754","193839","2","1","193754"
"193754","193839","3","1","193754"
"193754","481452","3","1","193754"
"193754","667215","3","1","193754"
"193754","1992516","2","3","193754"
"193754","1992516","3","1","193754"
"193849","193882","2","1","193849"
"193849","358731","","1","193849"
"193852","193858","2","11","193852"
"193852","193892","2","5","193852"
"193852","193892","3","1","193852"
"193852","193947","2","2","193852"
"193852","193947","3","4","193852"
"193852","194305","2","2","193852"
"193852","194305","3","1","193852"
"194247","194252","2","2","194247"
"194247","194259","2","3","194247"
"194247","194280","2","1","194247"
"194247","11493521","","1","194247"
"194484","194671","2","396","194484"
"194484","194671","3","1","194484"
"194484","194685","2","11","194484"
"194484","194685","3","1","194484"
"194484","195143","2","224","194484"
"194484","195143","3","8","194484"
"194484","195611","2","7","194484"
"194484","195611","3","25","194484"
"194484","195636","2","12","194484"
"194484","195808","2","57","194484"
"194484","195808","3","1","194484"
"194484","195824","2","176","194484"
"194484","241451","2","5","194484"
"194484","241451","3","9","194484"
"194484","241491","2","2","194484"
"194484","241491","3","6","194484"
"194484","242503","2","21","194484"
"194484","242503","3","3","194484"
"194484","311831","2","51","194484"
"194484","311831","3","4","194484"
"194484","530988","2","20","194484"
"194484","840352","2","103","194484"
"194484","840352","3","3","194484"
"194484","847353","2","74","194484"
"194484","1047948","2","8","194484"
"194484","1047948","3","6","194484"
"194484","1281522","2","67","194484"
"194484","1281522","3","1","194484"
"194484","1332344","2","69","194484"
"194484","1332344","3","2","194484"
"194484","1481604","2","28","194484"
"194484","1672628","2","33","194484"
"194484","1799153","2","11","194484"
"194484","1800162","2","113","194484"
"194484","2203280","2","7","194484"
"194484","2309473","2","7","194484"
"194484","2309473","3","1","194484"
"194484","2354325","2","15","194484"
"194484","2374000","2","4","194484"
"194484","2374000","3","1","194484"
"194484","2485589","2","3","194484"
"194484","2602423","2","7","194484"
"194484","2602423","3","1","194484"
"194484","2915346","2","10","194484"
"194484","3077238","2","8","194484"
"194484","3450711","2","4","194484"
"194484","3450711","3","2","194484"
"194484","3451958","2","10","194484"
"194484","3535490","2","1","194484"
"194484","3934725","2","2","194484"
"194484","4604818","2","8","194484"
"194484","4723038","2","10","194484"
"194484","4941012","2","3","194484"
"194484","4941012","3","1","194484"
"194484","5113304","2","7","194484"
"194593","194609","2","2","194593"
"194593","194624","2","1","194593"
"194846","194906","2","19","194846"
"194846","194906","3","4","194846"
"194846","194967","2","1","194846"
"194846","194967","3","1","194846"
"194846","195222","2","4","194846"
"194846","885944","2","18","194846"
"194846","885944","3","2","194846"
"194846","5790850","2","16","194846"
"194846","5790850","3","1","194846"
"194846","8076436","2","15","194846"
"194846","8076436","3","1","194846"
"194846","8077416","2","4","194846"
"194846","11440965","","1","194846"
"194846","14469330","","1","194846"
"194846","14953738","","1","194846"
"194846","15868654","2","2","194846"
"194846","22330776","","1","194846"
"195008","195022","2","4","195008"
"195008","195027","2","30","195008"
"195008","195044","2","7","195008"
"195008","195054","2","7","195008"
"195008","195075","2","4","195008"
"195008","195392","2","1","195008"
"195008","19629560","2","1","195008"
"195010","195015","2","3","195010"
"195010","195016","2","1","195010"
"195010","195017","2","1","195010"
"195010","195023","2","3","195010"
"195010","195023","3","3","195010"
"195010","195024","2","24","195010"
"195010","195085","2","5","195010"
"195010","195085","3","1","195010"
"195010","195100","2","6","195010"
"195010","195100","3","2","195010"
"195010","481773","2","33","195010"
"195357","195360","2","3","195357"
"195357","195360","3","8","195357"
"195357","195365","2","23","195357"
"195357","195388","2","1","195357"
"195357","195388","3","1","195357"
"195357","195425","2","4","195357"
"195357","195425","3","1","195357"
"195359","195361","2","3","195359"
"195359","13476372","2","1","195359"
"195363","195370","2","5","195363"
"195363","195370","3","1","195363"
"195363","195382","2","12","195363"
"195363","195385","2","5","195363"
"195363","195399","2","2","195363"
"195363","195407","","1","195363"
"195363","363188","2","5","195363"
"195363","613542","","1","195363"
"195363","825098","2","1","195363"
"195363","2720402","2","1","195363"
"195363","5263220","2","2","195363"
"195363","8402133","2","1","195363"
"195568","195642","2","2","195568"
"195568","195672","2","3","195568"
"195568","207595","2","2","195568"
"195568","585094","2","2","195568"
"195571","195576","2","1","195571"
"195571","195577","2","12","195571"
"195571","211455","","1","195571"
"195682","195747","2","11","195682"
"195682","195750","2","5","195682"
"195682","196116","","1","195682"
"195682","196587","2","1","195682"
"195684","195733","2","1","195684"
"195684","195735","2","2","195684"
"195684","195801","2","1","195684"
"195688","195732","2","1","195688"
"195688","195775","2","1","195688"
"195688","195795","","1","195688"
"195688","195837","2","1","195688"
"195794","195805","2","3","195794"
"195794","195825","2","5","195794"
"195794","195825","3","1","195794"
"195794","195860","2","1","195794"
"195794","197921","","1","195794"
"195794","198411","2","2","195794"
"195794","199700","2","1","195794"
"195842","196879","","1","195842"
"195842","809259","2","2","195842"
"195844","195857","2","1","195844"
"195844","198961","2","4","195844"
"195844","225448","","1","195844"
"196114","196118","","1","196114"
"196114","196119","2","11","196114"
"196114","196123","2","2","196114"
"196114","196167","2","2","196114"
"196114","196194","","1","196114"
"196480","196499","2","1","196480"
"196480","203555","2","1","196480"
"196480","555538","","1","196480"
"196554","205603","","1","196554"
"196566","196750","","1","196566"
"196566","200631","","1","196566"
"196566","200664","","1","196566"
"196566","7413840","","1","196566"
"196567","196571","2","4","196567"
"196567","196571","3","1","196567"
"196567","196573","","1","196567"
"196567","196576","","1","196567"
"196567","196579","2","5","196567"
"196567","196579","3","1","196567"
"196567","196588","2","8","196567"
"196567","196595","2","2","196567"
"196567","196604","","1","196567"
"196567","197657","","1","196567"
"196567","202012","","1","196567"
"196652","196666","","1","196652"
"196652","196678","2","22","196652"
"196652","196778","2","1","196652"
"196652","197180","2","4","196652"
"196652","197180","3","1","196652"
"196652","198519","2","7","196652"
"196652","198519","3","1","196652"
"196652","200707","2","2","196652"
"196652","822198","2","15","196652"
"196652","822198","3","1","196652"
"196656","196663","","1","196656"
"196656","196696","","1","196656"
"196656","196707","2","1","196656"
"196656","196810","","1","196656"
"196656","196899","","1","196656"
"196656","197015","","1","196656"
"196966","196999","","1","196966"
"196966","200340","2","2","196966"
"196966","200385","","1","196966"
"196966","200410","2","1","196966"
"196966","4436090","2","1","196966"
"196972","196984","2","1","196972"
"196972","196989","2","4","196972"
"196972","196991","2","199","196972"
"196972","2195924","2","2","196972"
"196972","3054478","2","24","196972"
"196972","3054478","3","7","196972"
"196972","4171093","2","10","196972"
"196972","5574446","2","86","196972"
"196972","5574446","3","5","196972"
"196972","6475125","2","28","196972"
"196972","8564268","2","5","196972"
"196972","10625035","2","3","196972"
"196972","12533554","2","2","196972"
"196972","13789652","2","1","196972"
"196972","20763116","2","4","196972"
"196972","22193094","2","8","196972"
"196972","24784109","","1","196972"
"197095","197130","2","96","197095"
"197095","197370","2","3","197095"
"197095","197370","3","6","197095"
"197095","14034294","2","1","197095"
"197095","21096381","","1","197095"
"197095","25055900","","1","197095"
"197096","197138","2","4","197096"
"197096","197143","2","2","197096"
"197096","197151","2","1","197096"
"197096","197540","","1","197096"
"197096","9185734","","1","197096"
"197097","197103","2","3","197097"
"197097","197197","2","4","197097"
"197097","1495864","","1","197097"
"197097","1728408","2","1","197097"
"197135","201072","","1","197135"
"197135","207796","2","2","197135"
"197140","197201","2","3","197140"
"197140","197238","2","2","197140"
"197140","197251","2","8","197140"
"197140","197558","2","2","197140"
"197140","687237","2","2","197140"
"197372","197374","2","1","197372"
"197372","197656","2","3","197372"
"197372","197656","3","1","197372"
"197372","512707","2","3","197372"
"197372","5063336","2","1","197372"
"197375","197382","2","23","197375"
"197375","197406","2","2","197375"
"197375","197412","2","22","197375"
"197375","197412","3","1","197375"
"197375","197429","2","5","197375"
"197375","197604","3","1","197375"
"197375","197646","2","2","197375"
"197375","197646","3","2","197375"
"197375","197755","2","24","197375"
"197375","197926","2","6","197375"
"197375","8714582","2","1","197375"
"198322","198326","2","75","198322"
"198322","863832","2","6","198322"
"198322","1614253","2","17","198322"
"198706","198733","2","2","198706"
"198706","198733","3","1","198706"
"198706","198752","2","2","198706"
"198706","198752","3","1","198706"
"198707","198736","","1","198707"
"198707","198804","","1","198707"
"198707","201137","","1","198707"
"198707","1801116","2","3","198707"
"198849","198859","2","1","198849"
"198849","198899","","1","198849"
"198849","198969","2","4","198849"
"199260","199279","2","9","199260"
"199260","199280","2","5","199260"
"199260","199284","2","2","199260"
"199260","199284","3","3","199260"
"199260","199394","2","5","199260"
"199260","199453","2","4","199260"
"200162","200194","2","2","200162"
"200162","200196","","1","200162"
"200162","369585","","1","200162"
"200162","1723195","","1","200162"
"200163","200176","2","15","200163"
"200163","200183","2","8","200163"
"200163","200186","2","2","200163"
"200163","200187","","1","200163"
"200163","208073","2","10","200163"
"200163","218954","2","14","200163"
"200163","218954","3","1","200163"
"200163","261161","2","2","200163"
"200163","2111492","2","7","200163"
"200163","3165027","2","7","200163"
"200163","10004285","2","5","200163"
"200494","252327","","1","200494"
"200494","259366","","1","200494"
"200494","302088","","1","200494"
"200494","335058","2","1","200494"
"200499","200537","2","2","200499"
"200499","202301","","1","200499"
"200499","428199","2","1","200499"
"200499","544635","2","17","200499"
"200499","1512872","2","18","200499"
"200499","10075350","2","26","200499"
"200721","200726","2","21","200721"
"200721","200726","3","3","200721"
"200721","200730","2","7","200721"
"200721","200734","2","2","200721"
"200721","200734","3","4","200721"
"200721","200744","2","30","200721"
"200721","200748","2","3","200721"
"200721","200756","2","10","200721"
"200721","200759","2","10","200721"
"200721","200772","2","16","200721"
"200721","200914","2","8","200721"
"200721","200916","2","3","200721"
"200721","200948","2","11","200721"
"200721","200951","2","5","200721"
"200721","200951","3","1","200721"
"200721","200957","2","7","200721"
"200721","200993","2","7","200721"
"200721","201005","2","25","200721"
"200721","201007","","1","200721"
"200721","201039","2","6","200721"
"200721","201048","2","5","200721"
"200721","201084","2","1","200721"
"200721","201112","2","2","200721"
"200721","216058","2","1","200721"
"200721","216137","2","1","200721"
"200721","216153","2","2","200721"
"200721","225178","2","4","200721"
"200721","251199","2","2","200721"
"200721","770303","","1","200721"
"200721","796052","2","1","200721"
"200721","811201","2","1","200721"
"200721","1030257","2","1","200721"
"200721","1030275","","1","200721"
"200721","1030329","2","3","200721"
"200721","1030331","2","1","200721"
"200721","1030333","2","1","200721"
"200721","1511610","2","3","200721"
"200721","1516006","","1","200721"
"200721","1516048","","1","200721"
"200721","1829360","2","1","200721"
"200721","1829387","2","2","200721"
"200721","1829513","2","3","200721"
"200721","2086076","","1","200721"
"200721","2086271","","1","200721"
"200721","2086379","2","1","200721"
"200721","2375165","","1","200721"
"200945","201032","2","2","200945"
"200945","201079","2","2","200945"
"200945","201172","","1","200945"
"200945","9698424","2","1","200945"
"200945","13615960","","1","200945"
"201078","201151","","1","201078"
"201078","201766","2","1","201078"
"201078","202444","2","1","201078"
"201446","202105","2","2","201446"
"201718","201727","2","36","201718"
"201718","201729","2","173","201718"
"201718","201729","3","1","201718"
"201718","201731","2","20","201718"
"201718","201859","2","35","201718"
"201718","21972296","2","9","201718"
"201718","23489497","2","1","201718"
"201940","201973","2","2","201940"
"201940","201998","2","6","201940"
"201940","201998","3","1","201940"
"201940","202019","2","1","201940"
"201940","202023","2","4","201940"
"201947","202321","2","1","201947"
"202049","202061","","1","202049"
"202049","474209","","1","202049"
"202049","533257","2","16","202049"
"202049","7023912","2","1","202049"
"202049","9926518","","1","202049"
"202124","1009590","2","1","202124"
"202124","9275553","2","4","202124"
"202124","11139042","2","1","202124"
"202130","202372","2","5","202130"
"202351","202395","2","1","202351"
"202351","657268","2","2","202351"
"202660","261890","2","2","202660"
"202660","306419","","1","202660"
"202660","21235546","","1","202660"
"202662","202876","2","3","202662"
"202662","202898","","1","202662"
"202662","203405","2","2","202662"
"202662","213491","","1","202662"
"202663","202672","2","2","202663"
"202663","202672","3","2","202663"
"202663","202762","2","1","202663"
"202663","202762","3","1","202663"
"202663","202781","","1","202663"
"202663","202852","3","1","202663"
"202663","207042","3","1","202663"
"202663","207112","2","7","202663"
"202663","207112","3","1","202663"
"202663","5019777","2","1","202663"
"202663","19256033","","1","202663"
"202922","202983","2","1","202922"
"202922","202985","2","1","202922"
"202922","203860","","1","202922"
"202922","212595","","1","202922"
"203068","208086","2","1","203068"
"203068","1356308","","1","203068"
"203069","203133","2","157","203069"
"203069","203133","3","16","203069"
"203069","203145","2","28","203069"
"203069","203145","3","1","203069"
"203069","203165","2","18","203069"
"203069","203183","2","3","203069"
"203069","203209","2","6","203069"
"203069","203692","2","2","203069"
"203069","203712","2","2","203069"
"203069","203721","2","3","203069"
"203069","206121","2","12","203069"
"203069","210146","2","2","203069"
"203069","335741","2","6","203069"
"203069","335752","2","16","203069"
"203069","639394","2","3","203069"
"203069","643024","2","3","203069"
"203069","771854","2","12","203069"
"203069","879775","2","3","203069"
"203069","972958","2","5","203069"
"203069","2552618","2","9","203069"
"203069","3082731","2","4","203069"
"203069","4221756","2","4","203069"
"203069","4362797","2","1","203069"
"203069","4446889","2","2","203069"
"203069","7973155","2","1","203069"
"203538","251582","2","1","203538"
"203577","203598","2","1","203577"
"203577","203604","2","3","203577"
"203591","203624","2","1","203591"
"203591","203624","3","1","203591"
"203591","203652","","1","203591"
"203694","203821","2","3","203694"
"203694","203834","2","4","203694"
"203694","203909","2","2","203694"
"203694","203924","2","6","203694"
"203694","204043","2","1","203694"
"203694","1405168","","1","203694"
"203695","203698","2","8","203695"
"203695","203698","3","5","203695"
"203695","203699","2","6","203695"
"203695","203699","3","6","203695"
"203695","203783","2","24","203695"
"203695","203783","3","1","203695"
"203695","203799","2","3","203695"
"203695","203799","3","2","203695"
"203695","204009","2","224","203695"
"203695","204102","2","3","203695"
"203695","404509","2","4","203695"
"203695","12329123","2","2","203695"
"203754","203819","2","2","203754"
"203754","203845","2","1","203754"
"203754","203845","3","1","203754"
"203754","203900","2","3","203754"
"203754","203902","2","8","203754"
"203754","203907","2","4","203754"
"203754","203959","2","1","203754"
"203754","203975","","1","203754"
"203754","204027","2","8","203754"
"203754","204804","","1","203754"
"203754","205325","","1","203754"
"203754","237192","2","1","203754"
"203754","1003785","2","1","203754"
"203754","3800023","2","9","203754"
"203756","203768","2","15","203756"
"203758","203769","2","1","203758"
"203758","203933","2","2","203758"
"203758","207096","","1","203758"
"203800","203964","2","4","203800"
"203800","204206","2","5","203800"
"203800","749762","2","2","203800"
"203807","203812","2","10","203807"
"203807","203814","2","7","203807"
"203807","203893","","1","203807"
"203807","264992","","1","203807"
"203847","203966","2","2","203847"
"203847","204374","2","1","203847"
"203849","203855","2","14","203849"
"203849","203896","2","4","203849"
"203849","203904","2","3","203849"
"203849","203904","3","1","203849"
"203849","204233","2","1","203849"
"203849","204233","3","1","203849"
"203849","205203","","1","203849"
"203849","212418","","1","203849"
"203849","216256","","1","203849"
"203849","340468","","1","203849"
"204007","204016","2","2","204007"
"204007","204022","2","6","204007"
"204008","204069","2","1","204008"
"204008","204084","2","6","204008"
"204008","271653","2","4","204008"
"204241","204245","","1","204241"
"204241","204254","2","1","204241"
"204241","775553","2","1","204241"
"204241","8821555","2","1","204241"
"204256","204261","2","48","204256"
"204256","204261","3","1","204256"
"204256","204266","2","2","204256"
"204256","204266","3","1","204256"
"204256","204270","2","8","204256"
"204256","204270","3","1","204256"
"204256","204302","2","1","204256"
"204256","204332","2","2","204256"
"204256","204332","3","1","204256"
"204256","204356","","1","204256"
"204256","434182","2","12","204256"
"204256","434193","2","2","204256"
"204256","434258","2","3","204256"
"204380","204389","2","1","204380"
"204380","204395","2","2","204380"
"204479","204502","2","2","204479"
"204479","204503","2","2","204479"
"204479","204586","2","3","204479"
"204479","204600","2","2","204479"
"204479","206540","2","2","204479"
"204479","206766","2","2","204479"
"204488","204849","","1","204488"
"204488","204985","2","3","204488"
"204488","205046","2","1","204488"
"204831","204839","2","23","204831"
"204831","204839","3","1","204831"
"204831","209369","","1","204831"
"204831","213797","","1","204831"
"204831","252781","2","1","204831"
"204831","1231741","2","3","204831"
"204831","4197760","","1","204831"
"204836","204842","2","4","204836"
"204836","204889","2","2","204836"
"204836","204889","3","1","204836"
"204836","204912","2","2","204836"
"204836","212479","2","2","204836"
"204836","17262618","2","1","204836"
"204836","24527936","","1","204836"
"205059","205083","2","40","205059"
"205059","205101","2","13","205059"
"205059","205101","3","1","205059"
"205059","205115","2","10","205059"
"205059","205122","2","3","205059"
"205059","205122","3","1","205059"
"205059","205715","2","2","205059"
"205568","205577","2","11","205568"
"205568","205577","3","1","205568"
"205568","205610","2","12","205568"
"205568","205610","3","1","205568"
"205568","205617","2","1","205568"
"205568","205623","2","14","205568"
"205568","205623","3","1","205568"
"205568","205626","2","4","205568"
"205568","205626","3","1","205568"
"205568","205638","2","3","205568"
"205568","205638","3","1","205568"
"205568","205667","2","1","205568"
"205568","205743","","1","205568"
"205568","205876","2","10","205568"
"205568","205876","3","1","205568"
"205568","207146","2","22","205568"
"205568","13385502","","1","205568"
"205871","205894","2","2","205871"
"205871","207452","2","1","205871"
"205871","207492","","1","205871"
"206106","206120","2","9","206106"
"206106","206120","3","2","206106"
"206106","206122","2","36","206106"
"206106","206127","2","4","206106"
"206106","206127","3","2","206106"
"206106","206131","2","3","206106"
"206106","206136","2","1","206106"
"206106","206139","2","2","206106"
"206106","206139","3","2","206106"
"206106","206140","2","5","206106"
"206106","206140","3","2","206106"
"206106","206156","","1","206106"
"206106","206200","2","69","206106"
"206106","206200","3","1","206106"
"206106","206219","2","6","206106"
"206106","206219","3","1","206106"
"206106","206287","2","1","206106"
"206106","206287","3","5","206106"
"206106","206317","2","1","206106"
"206106","206317","3","2","206106"
"206106","206345","2","28","206106"
"206106","206345","3","1","206106"
"206106","206493","2","2","206106"
"206106","206742","2","2","206106"
"206106","206742","3","2","206106"
"206106","206947","","1","206106"
"206112","206223","2","1","206112"
"206112","206223","3","1","206112"
"206112","215443","2","6","206112"
"206255","206267","","1","206255"
"206255","206383","","1","206255"
"206255","206747","","1","206255"
"206255","212002","","1","206255"
