PostTypeId,OwnerUserId,User Link,n
"2","850057","850057","3"
"1","850058","850058","1"
"2","850060","850060","1"
"1","850062","850062","2"
"2","850062","850062","2"
"1","850063","850063","2"
"1","850066","850066","1"
"2","850067","850067","1"
"1","850068","850068","15"
"2","850068","850068","4"
"1","850072","850072","3"
"2","850072","850072","2"
"1","850075","850075","7"
"2","850075","850075","6"
"1","850077","850077","2"
"1","850079","850079","1"
"1","850080","850080","1"
"1","850082","850082","1"
"1","850085","850085","1"
"1","850088","850088","10"
"2","850088","850088","5"
"1","850090","850090","1"
"1","850092","850092","1"
"1","850093","850093","12"
"2","850093","850093","16"
"2","850094","850094","13"
"1","850097","850097","3"
"2","850097","850097","4"
"2","850100","850100","1"
"2","850102","850102","1"
"1","850103","850103","1"
"1","850107","850107","1"
"1","850108","850108","4"
"2","850109","850109","1"
"2","850110","850110","1"
"1","850112","850112","3"
"1","850114","850114","1"
"2","850117","850117","3"
"2","850118","850118","1"
"1","850119","850119","2"
"2","850119","850119","179"
"1","850120","850120","1"
"1","850121","850121","1"
"1","850123","850123","1"
"1","850126","850126","1"
"2","850128","850128","5"
"2","850129","850129","1"
"1","850130","850130","1"
"1","850131","850131","1"
"1","850132","850132","2"
"1","850133","850133","4"
"2","850133","850133","1"
"1","850134","850134","16"
"2","850134","850134","13"
"1","850138","850138","6"
"2","850138","850138","145"
"1","850139","850139","1"
"1","850141","850141","5"
"1","850144","850144","1"
"2","850144","850144","1"
"1","850146","850146","1"
"1","850147","850147","1"
"1","850148","850148","31"
"2","850148","850148","4"
"1","850150","850150","1"
"1","850152","850152","3"
"1","850153","850153","4"
"1","850154","850154","3"
"2","850154","850154","9"
"1","850155","850155","1"
"1","850156","850156","3"
"1","850157","850157","1"
"2","850157","850157","20"
"1","850158","850158","1"
"2","850159","850159","1"
"2","850160","850160","1"
"1","850161","850161","1"
"1","850162","850162","1"
"1","850163","850163","2"
"1","850164","850164","13"
"1","850165","850165","5"
"2","850165","850165","1"
"1","850166","850166","1"
"2","850167","850167","1"
"1","850171","850171","2"
"1","850172","850172","1"
"1","850174","850174","1"
"1","850177","850177","1"
"2","850181","850181","19"
"1","850183","850183","2"
"2","850183","850183","1"
"1","850184","850184","2"
"2","850184","850184","5"
"1","850186","850186","1"
"2","850188","850188","1"
"1","850189","850189","1"
"1","850190","850190","2"
"1","850192","850192","2"
"1","850193","850193","9"
"2","850193","850193","1"
"1","850194","850194","1"
"1","850195","850195","1"
"2","850196","850196","93"
"1","850198","850198","1"
"1","850200","850200","2"
"2","850200","850200","6"
"1","850202","850202","1"
"2","850202","850202","5"
"2","850203","850203","22"
"2","850204","850204","1"
"1","850206","850206","16"
"2","850206","850206","2"
"2","850207","850207","4"
"2","850208","850208","3"
"1","850209","850209","1"
"1","850213","850213","1"
"1","850214","850214","1"
"2","850218","850218","1"
"1","850219","850219","1"
"1","850220","850220","1"
"2","850223","850223","4"
"1","850224","850224","50"
"2","850224","850224","43"
"1","850227","850227","2"
"2","850228","850228","1"
"1","850230","850230","4"
"2","850232","850232","1"
"1","850234","850234","89"
"2","850234","850234","38"
"1","850236","850236","2"
"2","850236","850236","1"
"1","850237","850237","15"
"2","850237","850237","1"
"2","850238","850238","1"
"1","850239","850239","4"
"2","850239","850239","1"
"1","850241","850241","2"
"1","850242","850242","15"
"2","850242","850242","3"
"1","850243","850243","1"
"2","850245","850245","2"
"2","850247","850247","1"
"2","850248","850248","1"
"2","850249","850249","1"
"2","850250","850250","1"
"1","850251","850251","1"
"1","850252","850252","20"
"2","850252","850252","37"
"2","850253","850253","1"
"1","850255","850255","1"
"1","850257","850257","1"
"1","850258","850258","1"
"2","850258","850258","2"
"1","850259","850259","2"
"2","850259","850259","12"
"1","850261","850261","5"
"2","850262","850262","1"
"1","850263","850263","2"
"1","850264","850264","2"
"2","850264","850264","26"
"1","850265","850265","40"
"2","850265","850265","105"
"1","850266","850266","1"
"2","850268","850268","1"
"1","850269","850269","3"
"2","850269","850269","2"
"1","850271","850271","176"
"2","850271","850271","9"
"1","850274","850274","3"
"1","850275","850275","11"
"2","850275","850275","2"
"1","850276","850276","31"
"2","850276","850276","9"
"1","850282","850282","1"
"2","850282","850282","2"
"1","850283","850283","1"
"1","850286","850286","2"
"2","850286","850286","58"
"1","850287","850287","8"
"2","850290","850290","18"
"1","850291","850291","2"
"2","850291","850291","1"
"1","850292","850292","1"
"2","850294","850294","1"
"1","850297","850297","1"
"2","850299","850299","1"
"2","850300","850300","5"
"2","850301","850301","3"
"1","850302","850302","8"
"1","850303","850303","47"
"2","850303","850303","4"
"1","850305","850305","5"
"2","850305","850305","27"
"1","850307","850307","60"
"2","850307","850307","11"
"1","850308","850308","1"
"1","850311","850311","3"
"1","850312","850312","4"
"1","850313","850313","5"
"2","850313","850313","29"
"2","850314","850314","4"
"1","850315","850315","1"
"2","850315","850315","1"
"1","850316","850316","1"
"2","850316","850316","1"
"1","850317","850317","9"
"2","850317","850317","2"
"1","850319","850319","6"
"2","850319","850319","15"
"1","850321","850321","1"
"1","850323","850323","1"
"1","850326","850326","25"
"2","850326","850326","134"
"1","850328","850328","1"
"2","850328","850328","27"
"1","850331","850331","5"
"2","850331","850331","5"
"2","850332","850332","32"
"1","850334","850334","25"
"2","850334","850334","21"
"1","850335","850335","1"
"1","850337","850337","7"
"2","850337","850337","2"
"1","850338","850338","1"
"1","850339","850339","1"
"1","850341","850341","1"
"2","850341","850341","5"
"1","850343","850343","1"
"1","850345","850345","2"
"2","850346","850346","1"
"1","850347","850347","1"
"2","850347","850347","3"
"1","850348","850348","1"
"2","850349","850349","4"
"1","850350","850350","29"
"2","850350","850350","7"
"1","850352","850352","5"
"2","850352","850352","2"
"1","850353","850353","1"
"2","850353","850353","1"
"1","850354","850354","1"
"1","850355","850355","25"
"2","850358","850358","1"
"1","850359","850359","1"
"1","850360","850360","52"
"2","850360","850360","4"
"2","850363","850363","1"
"2","850364","850364","1"
"1","850365","850365","1"
"1","850366","850366","20"
"2","850366","850366","33"
"1","850367","850367","11"
"2","850367","850367","2"
"1","850371","850371","1"
"1","850372","850372","3"
"1","850373","850373","1"
"1","850374","850374","1"
"2","850375","850375","1"
"1","850376","850376","1"
"2","850377","850377","1"
"1","850378","850378","2"
"1","850379","850379","23"
"2","850379","850379","68"
"4","850379","850379","2"
"1","850380","850380","14"
"2","850380","850380","3"
"1","850383","850383","1"
"1","850384","850384","1"
"1","850387","850387","2"
"1","850388","850388","1"
"1","850392","850392","2"
"1","850393","850393","1"
"2","850393","850393","1"
"1","850394","850394","7"
"2","850394","850394","4"
"1","850395","850395","9"
"2","850395","850395","2"
"1","850396","850396","1"
"1","850397","850397","1"
"1","850398","850398","2"
"1","850399","850399","2"
"1","850401","850401","3"
"2","850401","850401","2"
"2","850405","850405","1"
"1","850407","850407","1"
"1","850408","850408","1"
"1","850409","850409","5"
"1","850414","850414","2"
"1","850416","850416","1"
"2","850416","850416","3"
"1","850417","850417","1"
"1","850418","850418","1"
"2","850420","850420","3"
"2","850421","850421","1"
"1","850425","850425","1"
"2","850426","850426","1"
"1","850427","850427","5"
"2","850427","850427","3"
"1","850428","850428","1"
"2","850431","850431","1"
"1","850432","850432","9"
"2","850432","850432","2"
"1","850433","850433","1"
"1","850434","850434","1"
"1","850439","850439","1"
"2","850439","850439","1"
"1","850440","850440","2"
"1","850444","850444","1"
"1","850447","850447","4"
"2","850447","850447","41"
"1","850448","850448","1"
"2","850451","850451","1"
"1","850453","850453","2"
"1","850454","850454","1"
"1","850457","850457","1"
"1","850458","850458","1"
"2","850458","850458","1"
"1","850460","850460","24"
"2","850460","850460","65"
"4","850460","850460","1"
"5","850460","850460","2"
"1","850461","850461","3"
"1","850463","850463","2"
"1","850465","850465","1"
"2","850469","850469","1"
"2","850470","850470","1"
"2","850472","850472","3"
"1","850473","850473","2"
"2","850473","850473","9"
"1","850475","850475","51"
"2","850475","850475","8"
"1","850476","850476","1"
"2","850476","850476","1"
"2","850477","850477","1"
"2","850480","850480","1"
"1","850481","850481","55"
"2","850481","850481","8"
"1","850482","850482","1"
"1","850483","850483","2"
"1","850484","850484","1"
"2","850484","850484","10"
"1","850485","850485","1"
"2","850486","850486","1"
"1","850487","850487","1"
"1","850489","850489","1"
"2","850490","850490","1"
"1","850491","850491","97"
"2","850491","850491","10"
"1","850492","850492","11"
"2","850492","850492","46"
"1","850493","850493","1"
"2","850493","850493","10"
"2","850494","850494","87"
"2","850495","850495","167"
"1","850498","850498","6"
"2","850498","850498","39"
"1","850501","850501","1"
"2","850501","850501","1"
"1","850503","850503","6"
"2","850503","850503","1"
"1","850504","850504","1"
"1","850505","850505","2"
"1","850509","850509","4"
"1","850510","850510","45"
"2","850510","850510","7"
"1","850515","850515","2"
"1","850516","850516","1"
"1","850521","850521","1"
"1","850524","850524","1"
"1","850525","850525","1"
"2","850525","850525","1"
"1","850526","850526","2"
"2","850526","850526","47"
"2","850529","850529","1"
"1","850531","850531","1"
"1","850532","850532","1"
"1","850533","850533","2"
"1","850534","850534","7"
"2","850534","850534","2"
"2","850535","850535","1"
"1","850538","850538","1"
"1","850539","850539","1"
"2","850540","850540","1"
"2","850544","850544","1"
"1","850547","850547","7"
"2","850547","850547","2"
"1","850548","850548","10"
"2","850548","850548","13"
"1","850550","850550","2"
"2","850550","850550","2"
"1","850556","850556","3"
"2","850556","850556","1"
"1","850557","850557","1"
"1","850558","850558","1"
"1","850559","850559","79"
"2","850559","850559","14"
"1","850561","850561","1"
"1","850563","850563","1"
"2","850563","850563","4"
"1","850564","850564","1"
"1","850566","850566","1"
"1","850567","850567","1"
"1","850568","850568","2"
"1","850569","850569","22"
"2","850569","850569","1"
"2","850570","850570","26"
"2","850571","850571","2"
"1","850572","850572","1"
"1","850573","850573","1"
"2","850573","850573","18"
"1","850578","850578","1"
"1","850579","850579","6"
"1","850580","850580","1"
"1","850582","850582","7"
"1","850585","850585","12"
"2","850585","850585","5"
"2","850593","850593","38"
"1","850596","850596","1"
"2","850596","850596","3"
"1","850599","850599","1"
"1","850603","850603","2"
"2","850603","850603","1"
"1","850606","850606","3"
"2","850606","850606","1"
"1","850607","850607","1"
"2","850608","850608","2"
"1","850610","850610","5"
"2","850610","850610","2"
"1","850612","850612","2"
"1","850613","850613","1"
"2","850613","850613","1"
"1","850614","850614","1"
"1","850617","850617","2"
"2","850617","850617","1"
"1","850618","850618","1"
"1","850620","850620","1"
"1","850621","850621","12"
"2","850622","850622","1"
"1","850625","850625","1"
"2","850625","850625","1"
"1","850628","850628","1"
"1","850629","850629","1"
"1","850630","850630","7"
"2","850630","850630","2"
"1","850632","850632","2"
"1","850634","850634","1"
"1","850635","850635","3"
"2","850635","850635","4"
"2","850637","850637","5"
"1","850639","850639","1"
"1","850642","850642","2"
"1","850643","850643","1"
"2","850643","850643","5"
"1","850644","850644","1"
"1","850645","850645","34"
"2","850645","850645","2"
"1","850647","850647","11"
"2","850647","850647","7"
"1","850649","850649","1"
"1","850650","850650","2"
"1","850651","850651","8"
"2","850651","850651","4"
"2","850656","850656","12"
"1","850657","850657","1"
"1","850658","850658","3"
"1","850659","850659","6"
"2","850659","850659","3"
"1","850660","850660","2"
"1","850664","850664","1"
"1","850665","850665","1"
"1","850666","850666","1"
"1","850668","850668","1"
"1","850669","850669","1"
"2","850670","850670","1"
"1","850673","850673","6"
"2","850673","850673","2"
"1","850676","850676","2"
"1","850678","850678","28"
"2","850678","850678","25"
"1","850679","850679","2"
"1","850681","850681","5"
"2","850681","850681","39"
"1","850682","850682","3"
"2","850682","850682","6"
"1","850684","850684","1"
"2","850685","850685","1"
"2","850686","850686","1"
"1","850687","850687","1"
"2","850688","850688","12"
"1","850689","850689","1"
"1","850690","850690","9"
"2","850690","850690","2"
"1","850691","850691","1"
"1","850694","850694","15"
"2","850694","850694","3"
"1","850695","850695","1"
"1","850696","850696","3"
"1","850698","850698","1"
"1","850699","850699","6"
"1","850700","850700","1"
"2","850701","850701","1"
"1","850702","850702","2"
"2","850703","850703","2"
"2","850705","850705","4"
"1","850707","850707","21"
"2","850707","850707","2"
"1","850708","850708","1"
"1","850710","850710","22"
"2","850710","850710","4"
"1","850711","850711","1"
"1","850712","850712","3"
"2","850712","850712","5"
"2","850713","850713","7"
"1","850714","850714","1"
"1","850715","850715","4"
"2","850715","850715","5"
"2","850716","850716","5"
"1","850718","850718","4"
"2","850718","850718","1"
"1","850721","850721","2"
"2","850721","850721","28"
"1","850724","850724","1"
"1","850725","850725","1"
"2","850725","850725","1"
"1","850726","850726","1"
"1","850728","850728","2"
"2","850730","850730","53"
"4","850730","850730","2"
"5","850730","850730","1"
"1","850734","850734","5"
"2","850734","850734","25"
"1","850735","850735","1"
"1","850736","850736","3"
"1","850737","850737","65"
"2","850737","850737","18"
"2","850738","850738","1"
"1","850739","850739","1"
"2","850740","850740","4"
"1","850742","850742","1"
"2","850743","850743","1"
"1","850747","850747","1"
"2","850748","850748","2"
"1","850749","850749","93"
"2","850749","850749","210"
"1","850751","850751","1"
"2","850752","850752","1"
"1","850754","850754","1"
"2","850754","850754","1"
"2","850756","850756","2"
"1","850757","850757","1"
"2","850758","850758","1"
"1","850760","850760","1"
"1","850762","850762","4"
"2","850762","850762","4"
"1","850763","850763","1"
"1","850764","850764","15"
"2","850764","850764","23"
"2","850765","850765","3"
"1","850771","850771","1"
"1","850777","850777","1"
"2","850777","850777","1"
"1","850778","850778","1"
"1","850780","850780","1"
"2","850780","850780","1"
"1","850781","850781","149"
"2","850781","850781","393"
"1","850782","850782","1"
"2","850782","850782","14"
"2","850784","850784","1"
"1","850786","850786","30"
"2","850786","850786","6"
"1","850787","850787","1"
"2","850787","850787","24"
"1","850788","850788","1"
"2","850788","850788","1"
"2","850789","850789","1"
"1","850792","850792","1"
"1","850794","850794","9"
"2","850794","850794","1"
"1","850795","850795","1"
"2","850795","850795","1"
"1","850796","850796","10"
"2","850796","850796","4"
"1","850800","850800","8"
"2","850800","850800","3"
"1","850804","850804","31"
"2","850804","850804","5"
"1","850806","850806","7"
"2","850806","850806","83"
"2","850807","850807","3"
"1","850808","850808","4"
"2","850808","850808","7"
"2","850812","850812","8"
"2","850815","850815","8"
"2","850816","850816","1"
"2","850817","850817","1"
"1","850819","850819","5"
"2","850819","850819","3"
"1","850820","850820","12"
"2","850820","850820","27"
"1","850823","850823","1"
"1","850824","850824","1"
"1","850825","850825","28"
"2","850825","850825","34"
"1","850826","850826","2"
"2","850826","850826","1"
"1","850827","850827","2"
"2","850827","850827","7"
"2","850828","850828","7"
"1","850829","850829","4"
"2","850829","850829","6"
"1","850830","850830","27"
"2","850830","850830","8"
"1","850831","850831","1"
"1","850833","850833","1"
"2","850833","850833","625"
"2","850834","850834","1"
"1","850838","850838","1"
"2","850838","850838","1"
"1","850840","850840","1"
"2","850840","850840","6"
"1","850841","850841","20"
"2","850841","850841","5"
"1","850842","850842","1"
"1","850843","850843","1"
"2","850843","850843","5"
"1","850846","850846","3"
"1","850847","850847","7"
"2","850847","850847","1"
"1","850848","850848","14"
"2","850848","850848","238"
"4","850848","850848","1"
"5","850848","850848","1"
"1","850849","850849","1"
"1","850850","850850","1"
"2","850850","850850","4"
"1","850851","850851","5"
"2","850853","850853","2"
"1","850854","850854","2"
"2","850856","850856","1"
"1","850857","850857","1"
"1","850858","850858","1"
"1","850859","850859","1"
"1","850860","850860","1"
"1","850861","850861","1"
"1","850862","850862","4"
"2","850862","850862","16"
"1","850863","850863","1"
"2","850863","850863","15"
"2","850864","850864","1"
"1","850866","850866","1"
"1","850867","850867","8"
"1","850868","850868","19"
"2","850868","850868","2"
"1","850869","850869","1"
"1","850870","850870","1"
"2","850870","850870","1"
"2","850872","850872","1"
"2","850873","850873","1"
"1","850875","850875","2"
"2","850875","850875","7"
"1","850876","850876","2"
"1","850877","850877","1"
"1","850881","850881","1"
"2","850882","850882","81"
"4","850882","850882","2"
"5","850882","850882","2"
"2","850883","850883","1"
"1","850884","850884","4"
"2","850884","850884","5"
"2","850886","850886","2"
"1","850887","850887","2"
"1","850889","850889","1"
"1","850890","850890","4"
"1","850891","850891","1"
"1","850892","850892","3"
"2","850892","850892","1"
"1","850894","850894","1"
"1","850896","850896","1"
"1","850898","850898","6"
"2","850898","850898","1"
"1","850904","850904","18"
"2","850904","850904","13"
"1","850906","850906","4"
"2","850907","850907","1"
"1","850908","850908","4"
"1","850909","850909","1"
"1","850910","850910","1"
"1","850912","850912","2"
"1","850914","850914","2"
"2","850914","850914","1"
"1","850917","850917","1"
"1","850918","850918","1"
"2","850921","850921","2"
"1","850927","850927","6"
"2","850927","850927","3"
"2","850928","850928","10"
"1","850932","850932","23"
"2","850932","850932","5"
"1","850937","850937","1"
"1","850939","850939","1"
"2","850940","850940","1"
"2","850941","850941","12"
"1","850943","850943","21"
"2","850943","850943","6"
"1","850944","850944","3"
"1","850945","850945","1"
"2","850945","850945","2"
"1","850946","850946","1"
"1","850947","850947","5"
"2","850947","850947","147"
"1","850948","850948","7"
"2","850948","850948","7"
"1","850950","850950","1"
"1","850951","850951","1"
"1","850953","850953","1"
"1","850954","850954","1"
"1","850955","850955","1"
"1","850959","850959","1"
"2","850959","850959","5"
"2","850960","850960","1"
"1","850961","850961","1"
"1","850962","850962","70"
"2","850962","850962","14"
"1","850963","850963","1"
"2","850966","850966","2"
"2","850967","850967","1"
"1","850968","850968","2"
"1","850969","850969","6"
"2","850969","850969","10"
"1","850970","850970","1"
"2","850971","850971","14"
"1","850973","850973","12"
"2","850973","850973","2"
"1","850974","850974","1"
"1","850975","850975","17"
"2","850975","850975","1"
"1","850976","850976","5"
"2","850976","850976","6"
"1","850977","850977","2"
"2","850977","850977","4"
"1","850978","850978","1"
"1","850980","850980","9"
"2","850980","850980","7"
"2","850981","850981","1"
"1","850982","850982","1"
"2","850983","850983","1"
"1","850984","850984","10"
"2","850985","850985","1"
"2","850986","850986","1"
"1","850987","850987","1"
"2","850989","850989","1"
"1","850990","850990","61"
"2","850990","850990","10"
"1","850991","850991","1"
"1","850992","850992","5"
"2","850992","850992","1"
"1","850995","850995","2"
"1","850996","850996","9"
"2","850996","850996","46"
"1","850997","850997","1"
"2","850998","850998","1"
"2","850999","850999","1"
"1","851000","851000","2"
"1","851001","851001","1"
"1","851002","851002","1"
"2","851003","851003","8"
"1","851004","851004","43"
"2","851004","851004","21"
"2","851006","851006","9"
"1","851007","851007","1"
"1","851008","851008","1"
"1","851009","851009","2"
"2","851009","851009","3"
"1","851010","851010","1"
"2","851011","851011","1"
"1","851012","851012","1"
"1","851013","851013","11"
"2","851013","851013","7"
"2","851014","851014","1"
"2","851016","851016","1"
"1","851017","851017","1"
"2","851019","851019","8"
"1","851022","851022","1"
"2","851022","851022","4"
"1","851023","851023","1"
"2","851023","851023","7"
"1","851026","851026","2"
"2","851026","851026","1"
"1","851029","851029","263"
"2","851029","851029","31"
"1","851032","851032","4"
"1","851033","851033","1"
"1","851034","851034","1"
"1","851035","851035","1"
"2","851035","851035","2"
"1","851036","851036","2"
"2","851036","851036","2"
"1","851037","851037","3"
"1","851039","851039","1"
"2","851039","851039","8"
"1","851040","851040","1"
"1","851041","851041","2"
"2","851041","851041","9"
"1","851042","851042","3"
"1","851043","851043","19"
"2","851044","851044","1"
"1","851045","851045","8"
"2","851045","851045","12"
"1","851046","851046","2"
"2","851047","851047","1"
"1","851048","851048","3"
"2","851048","851048","4"
"2","851050","851050","5"
"2","851051","851051","5"
"2","851055","851055","20"
"1","851057","851057","1"
"1","851058","851058","1"
"1","851061","851061","2"
"1","851062","851062","1"
"1","851066","851066","4"
"1","851068","851068","1"
"1","851070","851070","1"
"2","851074","851074","4"
"1","851075","851075","1"
"1","851079","851079","1"
"1","851084","851084","1"
"1","851087","851087","2"
"1","851088","851088","1"
"2","851089","851089","1"
"1","851090","851090","1"
"2","851093","851093","1"
"1","851094","851094","2"
"2","851096","851096","2"
"1","851097","851097","97"
"1","851099","851099","1"
"2","851099","851099","1"
"2","851100","851100","1"
"2","851102","851102","1"
"2","851103","851103","1"
"2","851105","851105","1"
"1","851106","851106","1"
"2","851109","851109","1"
"1","851110","851110","6"
"1","851112","851112","1"
"2","851112","851112","1"
"1","851114","851114","1"
"2","851116","851116","1"
"1","851117","851117","1"
"2","851117","851117","17"
"1","851118","851118","2"
"2","851118","851118","13"
"1","851120","851120","1"
"2","851126","851126","2"
"1","851127","851127","3"
"2","851127","851127","1"
"1","851131","851131","2"
"2","851131","851131","1"
"1","851132","851132","3"
"2","851132","851132","1"
"1","851133","851133","4"
"2","851134","851134","3"
"1","851135","851135","2"
"2","851135","851135","12"
"2","851136","851136","1"
"1","851137","851137","5"
"2","851137","851137","1"
"1","851138","851138","1"
"1","851139","851139","1"
"1","851140","851140","1"
"1","851141","851141","1"
"1","851144","851144","1"
"1","851145","851145","3"
"2","851145","851145","2"
"1","851146","851146","2"
"2","851146","851146","4"
"1","851147","851147","2"
"2","851147","851147","2"
"1","851148","851148","1"
"1","851149","851149","27"
"2","851149","851149","3"
"1","851150","851150","13"
"2","851150","851150","18"
"1","851151","851151","1"
"1","851154","851154","1"
"1","851155","851155","13"
"2","851155","851155","11"
"1","851157","851157","9"
"1","851158","851158","10"
"2","851158","851158","4"
"1","851159","851159","2"
"2","851159","851159","10"
"2","851162","851162","1"
"1","851163","851163","1"
"1","851167","851167","1"
"1","851168","851168","1"
"1","851170","851170","14"
"2","851170","851170","29"
"1","851171","851171","3"
"1","851173","851173","2"
"2","851174","851174","5"
"1","851175","851175","2"
"1","851178","851178","2"
"1","851179","851179","1"
"1","851180","851180","1"
"1","851181","851181","16"
"2","851181","851181","3"
"1","851182","851182","40"
"2","851182","851182","6"
"1","851183","851183","1"
"2","851183","851183","38"
"1","851184","851184","1"
"1","851185","851185","48"
"2","851185","851185","9"
"1","911226","911226","1"
"1","911227","911227","1"
"1","911228","911228","3"
"2","911228","911228","49"
"1","911229","911229","1"
"2","911230","911230","1"
"1","911231","911231","8"
"2","911231","911231","3"
"1","911233","911233","4"
"1","911236","911236","1"
"2","911236","911236","1"
"2","911239","911239","1"
"2","911240","911240","1"
"1","911242","911242","2"
"2","911242","911242","2"
"1","911244","911244","2"
"2","911244","911244","59"
"2","911245","911245","1"
"2","911246","911246","3"
"1","911247","911247","1"
"1","911248","911248","2"
"2","911249","911249","1"
"1","911250","911250","15"
"2","911252","911252","1"
"1","911253","911253","1"
"1","911254","911254","18"
"2","911254","911254","2"
"1","911255","911255","1"
"2","911259","911259","1"
"2","911260","911260","1"
"1","911261","911261","1"
"1","911264","911264","4"
"2","911264","911264","2"
"1","911265","911265","4"
"2","911265","911265","7"
"1","911270","911270","3"
"2","911270","911270","32"
"2","911271","911271","2"
"1","911272","911272","1"
"1","911275","911275","11"
"1","911276","911276","1"
"1","911277","911277","17"
"1","911278","911278","1"
"2","911278","911278","1"
"1","911279","911279","2"
"2","911280","911280","2"
"1","911282","911282","14"
"1","911284","911284","6"
"1","911287","911287","1"
"2","911287","911287","1"
"2","911288","911288","1"
"2","911289","911289","8"
"1","911290","911290","1"
"1","911292","911292","1"
"1","911293","911293","2"
"1","911294","911294","1"
"1","911295","911295","1"
"1","911296","911296","2"
"1","911297","911297","2"
"1","911298","911298","1"
"1","911299","911299","2"
"1","911300","911300","2"
"1","911306","911306","1"
"1","911307","911307","1"
"2","911308","911308","1"
"1","911309","911309","3"
"1","911310","911310","1"
"1","911312","911312","4"
"2","911312","911312","5"
"1","911318","911318","1"
"2","911320","911320","1"
"1","911321","911321","1"
"1","911323","911323","1"
"1","911325","911325","5"
"2","911325","911325","48"
"1","911328","911328","5"
"1","911333","911333","1"
"1","911334","911334","2"
"2","911334","911334","1"
"1","911335","911335","1"
"1","911336","911336","3"
"2","911336","911336","3"
"1","911337","911337","1"
"1","911339","911339","1"
"2","911341","911341","2"
"2","911344","911344","1"
"1","911345","911345","4"
"1","911346","911346","1"
"1","911348","911348","18"
"2","911348","911348","3"
"2","911350","911350","1"
"2","911353","911353","10"
"2","911356","911356","1"
"1","911358","911358","1"
"1","911359","911359","49"
"2","911359","911359","5"
"1","911360","911360","35"
"2","911360","911360","19"
"2","911363","911363","1"
"1","911370","911370","5"
"1","911372","911372","32"
"1","911373","911373","1"
"1","911376","911376","1"
"2","911379","911379","1"
"1","911380","911380","8"
"2","911380","911380","1"
"2","911382","911382","1"
"1","911383","911383","4"
"2","911385","911385","2"
"1","911387","911387","1"
"1","911388","911388","1"
"1","911389","911389","8"
"2","911389","911389","5"
"1","911391","911391","45"
"2","911391","911391","7"
"1","911392","911392","3"
"1","911394","911394","2"
"1","911395","911395","3"
"2","911395","911395","28"
"1","911396","911396","2"
"2","911396","911396","1"
"2","911397","911397","1"
"1","911398","911398","2"
"1","911399","911399","7"
"2","911399","911399","44"
"1","911400","911400","1"
"1","911401","911401","1"
"1","911403","911403","1"
"1","911407","911407","4"
"1","911408","911408","7"
"2","911408","911408","6"
"2","911410","911410","14"
"1","911411","911411","4"
"1","911412","911412","23"
"2","911412","911412","117"
"1","911416","911416","3"
"2","911416","911416","12"
"1","911417","911417","1"
"2","911418","911418","1"
"1","911419","911419","12"
"1","911420","911420","2"
"1","911422","911422","1"
"1","911423","911423","47"
"2","911423","911423","3"
"1","911428","911428","1"
"2","911428","911428","3"
"2","911429","911429","2"
"1","911432","911432","1"
"2","911434","911434","1"
"1","911435","911435","1"
"1","911436","911436","1"
"1","911438","911438","1"
"2","911439","911439","2"
"1","911441","911441","5"
"2","911441","911441","2"
"2","911442","911442","1"
"1","911444","911444","1"
"2","911446","911446","1"
"1","911447","911447","1"
"2","911447","911447","1"
"2","911449","911449","1"
"1","911450","911450","1"
"1","911452","911452","1"
"1","911453","911453","1"
"1","911454","911454","1"
"1","911456","911456","1"
"1","911457","911457","1"
"1","911460","911460","8"
"2","911460","911460","3"
"1","911461","911461","1"
"2","911461","911461","2"
"1","911462","911462","1"
"2","911465","911465","11"
"1","911468","911468","5"
"2","911468","911468","1"
"2","911469","911469","2"
"2","911473","911473","1"
"2","911474","911474","1"
"1","911475","911475","1"
"2","911475","911475","15"
"1","911477","911477","6"
"2","911477","911477","1"
"1","911478","911478","1"
"1","911480","911480","1"
"2","911483","911483","5"
"2","911485","911485","2"
"1","911487","911487","6"
"1","911489","911489","5"
"2","911489","911489","4"
"1","911490","911490","2"
"1","911491","911491","11"
"2","911491","911491","3"
"1","911492","911492","1"
"2","911494","911494","1"
"1","911495","911495","1"
"2","911495","911495","2"
"1","911496","911496","1"
"1","911498","911498","1"
"2","911501","911501","2"
"1","911502","911502","3"
"2","911502","911502","21"
"1","911504","911504","2"
"1","911508","911508","6"
"2","911508","911508","45"
"1","911509","911509","2"
"2","911509","911509","1"
"2","911510","911510","84"
"1","911511","911511","3"
"1","911512","911512","1"
"1","911514","911514","8"
"1","911517","911517","1"
"1","911518","911518","1"
"2","911518","911518","12"
"1","911519","911519","40"
"2","911519","911519","353"
"2","911521","911521","1"
"1","911524","911524","37"
"2","911524","911524","5"
"1","911525","911525","1"
"1","911526","911526","1"
"2","911529","911529","1"
"1","911530","911530","1"
"1","911534","911534","3"
"1","911535","911535","1"
"1","911538","911538","1"
"2","911538","911538","1"
"1","911541","911541","1"
"2","911544","911544","1"
"1","911546","911546","2"
"2","911546","911546","12"
"1","911547","911547","1"
"1","911548","911548","1"
"2","911548","911548","18"
"1","911550","911550","14"
"2","911550","911550","36"
"1","911551","911551","2"
"1","911553","911553","27"
"2","911553","911553","31"
"1","911554","911554","1"
"1","911557","911557","18"
"2","911557","911557","6"
"1","911558","911558","1"
"2","911558","911558","2"
"2","911559","911559","1"
"1","911564","911564","8"
"2","911564","911564","5"
"2","911565","911565","1"
"1","911566","911566","2"
"2","911566","911566","2"
"1","911568","911568","10"
